inventory_id,product_id,warehouse_id,inventory_date,opening_stock,received_quantity,sold_quantity,closing_stock,damaged_quantity
21539,P0236,W14,2025-04-30,331,189,30,488,2
21540,P0236,W15,2025-04-30,296,165,0,458,3
21541,P0237,W01,2025-04-30,365,137,21,480,1
21542,P0237,W02,2025-04-30,344,210,22,532,0
21543,P0237,W03,2025-04-30,562,276,19,818,1
21544,P0237,W04,2025-04-30,393,78,27,443,1
21545,P0237,W05,2025-04-30,324,276,9,586,5
21546,P0237,W06,2025-04-30,305,229,45,488,1
21547,P0237,W07,2025-04-30,453,96,16,532,1
21548,P0237,W08,2025-04-30,434,160,0,593,1
21549,P0237,W09,2025-04-30,496,196,13,672,7
21550,P0237,W10,2025-04-30,510,39,0,548,1
21551,P0237,W11,2025-04-30,355,72,9,417,1
21552,P0237,W12,2025-04-30,323,150,15,457,1
21553,P0237,W13,2025-04-30,259,285,5,537,2
21554,P0237,W14,2025-04-30,273,267,10,523,7
21555,P0237,W15,2025-04-30,484,34,19,498,1
21556,P0238,W01,2025-04-30,1006,48,36,3447,2
21557,P0238,W02,2025-04-30,694,255,74,869,6
21558,P0238,W03,2025-04-30,629,493,20,1085,17
21559,P0238,W04,2025-04-30,746,537,39,1229,15
21560,P0238,W05,2025-04-30,629,384,30,976,7
21561,P0238,W06,2025-04-30,563,415,56,921,1
21562,P0238,W07,2025-04-30,1272,365,62,1571,4
21563,P0238,W08,2025-04-30,605,242,0,845,2
21564,P0238,W09,2025-04-30,1016,472,0,1478,10
21565,P0238,W10,2025-04-30,242,373,14,588,13
21566,P0238,W11,2025-04-30,735,389,44,1075,5
21567,P0238,W12,2025-04-30,679,187,30,831,5
21568,P0238,W13,2025-04-30,999,448,1,1438,8
21569,P0238,W14,2025-04-30,834,277,6,1093,12
21570,P0238,W15,2025-04-30,691,214,32,873,0
21571,P0239,W01,2025-04-30,1044,270,44,1266,4
21572,P0239,W02,2025-04-30,867,64,7,922,2
21573,P0239,W03,2025-04-30,698,379,30,1037,10
21574,P0239,W04,2025-04-30,494,351,21,819,5
21575,P0239,W05,2025-04-30,696,262,2,952,4
21576,P0239,W06,2025-04-30,582,286,36,827,5
21577,P0239,W07,2025-04-30,552,237,39,744,6
21578,P0239,W08,2025-04-30,355,302,13,642,2
21579,P0239,W09,2025-04-30,429,62,53,436,2
21580,P0239,W10,2025-04-30,956,267,33,1185,5
21581,P0239,W11,2025-04-30,516,201,0,711,6
21582,P0239,W12,2025-04-30,982,110,70,1020,2
21583,P0239,W13,2025-04-30,351,147,13,483,2
21584,P0239,W14,2025-04-30,662,499,14,1132,15
21585,P0239,W15,2025-04-30,431,265,49,641,6
21586,P0240,W01,2025-04-30,477,88,38,527,0
21587,P0240,W02,2025-04-30,790,458,0,1235,13
21588,P0240,W03,2025-04-30,446,202,23,620,5
21589,P0240,W04,2025-04-30,521,144,49,0,1
21590,P0240,W05,2025-04-30,1084,197,39,1235,7
21591,P0240,W06,2025-04-30,725,155,6,873,1
21592,P0240,W07,2025-04-30,802,497,3,1282,14
21593,P0240,W08,2025-04-30,817,67,30,852,2
21594,P0240,W09,2025-04-30,784,61,22,823,0
21595,P0240,W10,2025-04-30,551,386,0,928,9
21596,P0240,W11,2025-04-30,563,478,0,1033,8
21597,P0240,W12,2025-04-30,631,429,0,1055,5
21598,P0240,W13,2025-04-30,406,56,0,462,0
21599,P0240,W14,2025-04-30,831,232,24,3040,1
21600,P0240,W15,2025-04-30,1186,297,23,1455,5
21601,P0241,W01,2025-04-30,9,61,11,57,2
21602,P0241,W02,2025-04-30,131,69,1,197,2
21603,P0241,W03,2025-04-30,278,77,0,355,0
21604,P0241,W04,2025-04-30,253,103,19,333,4
21605,P0241,W05,2025-04-30,86,26,18,94,0
21606,P0241,W06,2025-04-30,142,1,3,140,0
21607,P0241,W07,2025-04-30,95,62,9,148,0
21608,P0241,W08,2025-04-30,201,108,11,298,0
21609,P0241,W09,2025-04-30,169,66,10,224,1
21610,P0241,W10,2025-04-30,241,50,2,288,1
21611,P0241,W11,2025-04-30,252,81,12,320,1
21612,P0241,W12,2025-04-30,145,143,11,270,7
21613,P0241,W13,2025-04-30,292,79,0,369,2
21614,P0241,W14,2025-04-30,128,86,20,193,1
21615,P0241,W15,2025-04-30,236,28,9,255,0
21616,P0242,W01,2025-04-30,839,501,5,1330,5
21617,P0242,W02,2025-04-30,928,489,75,1333,9
21618,P0242,W03,2025-04-30,605,357,0,2855,5
21619,P0242,W04,2025-04-30,581,408,100,887,2
21620,P0242,W05,2025-04-30,1007,477,31,1442,11
21621,P0242,W06,2025-04-30,182,222,64,336,4
21622,P0242,W07,2025-04-30,525,557,39,1039,4
21623,P0242,W08,2025-04-30,1292,441,66,1657,10
21624,P0242,W09,2025-04-30,1125,482,0,1601,6
21625,P0242,W10,2025-04-30,731,72,29,774,0
21626,P0242,W11,2025-04-30,1108,550,0,1649,9
21627,P0242,W12,2025-04-30,1137,422,49,1502,8
21628,P0242,W13,2025-04-30,832,606,6,1424,8
21629,P0242,W14,2025-04-30,822,264,0,1084,2
21630,P0242,W15,2025-04-30,1001,136,28,1105,4
21631,P0243,W01,2025-04-30,840,415,11,1231,13
21632,P0243,W02,2025-04-30,287,537,19,793,12
21633,P0243,W03,2025-04-30,893,374,57,1202,8
21634,P0243,W04,2025-04-30,741,227,14,944,10
21635,P0243,W05,2025-04-30,1124,277,39,1357,5
21636,P0243,W06,2025-04-30,936,518,4,1438,12
21637,P0243,W07,2025-04-30,735,51,71,715,0
21638,P0243,W08,2025-04-30,775,458,0,1225,8
21639,P0243,W09,2025-04-30,529,228,51,699,7
21640,P0243,W10,2025-04-30,684,381,62,991,12
21641,P0243,W11,2025-04-30,1135,489,0,1617,7
21642,P0243,W12,2025-04-30,570,346,29,886,1
21643,P0243,W13,2025-04-30,381,681,23,1026,13
21644,P0243,W14,2025-04-30,967,316,59,1221,3
21645,P0243,W15,2025-04-30,778,557,0,1331,4
21646,P0244,W01,2025-04-30,925,279,0,1200,4
21647,P0244,W02,2025-04-30,843,614,0,1442,15
21648,P0244,W03,2025-04-30,850,524,76,1281,17
21649,P0244,W04,2025-04-30,772,439,28,1169,14
21650,P0244,W05,2025-04-30,941,213,2,1142,10
21651,P0244,W06,2025-04-30,611,347,22,933,3
21652,P0244,W07,2025-04-30,725,291,90,919,7
21653,P0244,W08,2025-04-30,895,26,25,896,0
21654,P0244,W09,2025-04-30,321,274,0,591,4
21655,P0244,W10,2025-04-30,897,416,77,1234,2
21656,P0244,W11,2025-04-30,1593,629,9,2200,13
21657,P0244,W12,2025-04-30,1332,279,95,1512,4
21658,P0244,W13,2025-04-30,1616,362,126,1844,8
21659,P0244,W14,2025-04-30,1229,227,30,1417,9
21660,P0244,W15,2025-04-30,858,244,23,1073,6
21661,P0245,W01,2025-04-30,339,283,8,609,5
21662,P0245,W02,2025-04-30,509,105,7,606,1
21663,P0245,W03,2025-04-30,328,204,21,508,3
21664,P0245,W04,2025-04-30,364,229,14,574,5
21665,P0245,W05,2025-04-30,612,250,31,829,2
21666,P0245,W06,2025-04-30,359,215,33,537,4
21667,P0245,W07,2025-04-30,524,176,40,0,1
21668,P0245,W08,2025-04-30,289,254,6,528,9
21669,P0245,W09,2025-04-30,489,220,27,677,5
21670,P0245,W10,2025-04-30,635,252,21,865,1
21671,P0245,W11,2025-04-30,458,174,26,604,2
21672,P0245,W12,2025-04-30,182,50,13,217,2
21673,P0245,W13,2025-04-30,513,53,23,541,2
21674,P0245,W14,2025-04-30,418,81,36,460,3
21675,P0245,W15,2025-04-30,502,27,15,514,0
21676,P0246,W01,2025-04-30,689,634,37,1269,17
21677,P0246,W02,2025-04-30,1402,315,13,1698,6
21678,P0246,W03,2025-04-30,428,433,73,781,7
21679,P0246,W04,2025-04-30,1313,327,18,1618,4
21680,P0246,W05,2025-04-30,1224,261,12,1466,7
21681,P0246,W06,2025-04-30,458,375,0,824,9
21682,P0246,W07,2025-04-30,568,470,64,962,12
21683,P0246,W08,2025-04-30,1523,357,82,1788,10
21684,P0246,W09,2025-04-30,1206,413,30,1585,4
21685,P0246,W10,2025-04-30,955,708,0,1654,9
21686,P0246,W11,2025-04-30,613,248,57,796,8
21687,P0246,W12,2025-04-30,968,698,3,1651,12
21688,P0246,W13,2025-04-30,597,171,7,758,3
21689,P0246,W14,2025-04-30,1382,154,70,1464,2
21690,P0246,W15,2025-04-30,1022,446,0,1453,15
21691,P0247,W01,2025-04-30,1095,159,39,1211,4
21692,P0247,W02,2025-04-30,629,312,34,906,1
21693,P0247,W03,2025-04-30,750,264,3,1004,7
21694,P0247,W04,2025-04-30,773,94,43,821,3
21695,P0247,W05,2025-04-30,1001,346,31,1302,14
21696,P0247,W06,2025-04-30,391,541,2,914,16
21697,P0247,W07,2025-04-30,814,31,39,805,1
21698,P0247,W08,2025-04-30,849,317,28,1133,5
21699,P0247,W09,2025-04-30,778,403,35,1139,7
21700,P0247,W10,2025-04-30,1026,263,10,1275,4
21701,P0247,W11,2025-04-30,1051,476,23,1500,4
21702,P0247,W12,2025-04-30,1422,39,55,3170,1
21703,P0247,W13,2025-04-30,1450,705,76,2077,2
21704,P0247,W14,2025-04-30,1124,579,42,1654,7
21705,P0247,W15,2025-04-30,1253,226,13,1459,7
21706,P0248,W01,2025-04-30,459,136,9,583,3
21707,P0248,W02,2025-04-30,531,104,4,628,3
21708,P0248,W03,2025-04-30,497,216,22,688,3
21709,P0248,W04,2025-04-30,205,182,5,379,3
21710,P0248,W05,2025-04-30,591,155,31,714,1
21711,P0248,W06,2025-04-30,388,313,32,664,5
21712,P0248,W07,2025-04-30,350,233,18,565,0
21713,P0248,W08,2025-04-30,261,206,41,417,9
21714,P0248,W09,2025-04-30,495,158,14,634,5
21715,P0248,W10,2025-04-30,594,176,26,739,5
21716,P0248,W11,2025-04-30,179,136,26,288,1
21717,P0248,W12,2025-04-30,442,96,32,505,1
21718,P0248,W13,2025-04-30,577,113,30,657,3
21719,P0248,W14,2025-04-30,378,278,0,649,7
21720,P0248,W15,2025-04-30,496,274,24,741,5
21721,P0249,W01,2025-04-30,499,132,37,593,1
21722,P0249,W02,2025-04-30,1469,523,14,1972,6
21723,P0249,W03,2025-04-30,894,416,107,0,9
21724,P0249,W04,2025-04-30,767,482,24,1221,4
21725,P0249,W05,2025-04-30,839,520,23,4050,9
21726,P0249,W06,2025-04-30,1532,463,10,3613,6
21727,P0249,W07,2025-04-30,1368,210,44,1534,0
21728,P0249,W08,2025-04-30,756,585,13,1310,18
21729,P0249,W09,2025-04-30,847,48,60,835,0
21730,P0249,W10,2025-04-30,637,445,59,1016,7
21731,P0249,W11,2025-04-30,1381,425,73,1725,8
21732,P0249,W12,2025-04-30,907,169,11,1062,3
21733,P0249,W13,2025-04-30,1259,505,4,1753,7
21734,P0249,W14,2025-04-30,1099,0,0,1099,0
21735,P0249,W15,2025-04-30,927,135,50,1012,0
21736,P0250,W01,2025-04-30,400,210,6,603,1
21737,P0250,W02,2025-04-30,492,91,22,558,3
21738,P0250,W03,2025-04-30,235,85,34,283,3
21739,P0250,W04,2025-04-30,557,208,2,762,1
21740,P0250,W05,2025-04-30,474,116,0,590,0
21741,P0250,W06,2025-04-30,507,227,0,732,2
21742,P0250,W07,2025-04-30,395,135,9,516,5
21743,P0250,W08,2025-04-30,580,227,12,795,0
21744,P0250,W09,2025-04-30,214,146,0,359,1
21745,P0250,W10,2025-04-30,751,216,12,954,1
21746,P0250,W11,2025-04-30,486,231,52,664,1
21747,P0250,W12,2025-04-30,337,170,0,505,2
21748,P0250,W13,2025-04-30,445,174,32,585,2
21749,P0250,W14,2025-04-30,408,243,13,627,11
21750,P0250,W15,2025-04-30,340,0,33,307,0
21751,P0251,W01,2025-04-30,87,30,0,116,1
21752,P0251,W02,2025-04-30,84,3,0,87,0
21753,P0251,W03,2025-04-30,172,43,0,213,2
21754,P0251,W04,2025-04-30,129,77,4,199,3
21755,P0251,W05,2025-04-30,182,10,14,178,0
21756,P0251,W06,2025-04-30,169,56,7,217,1
21757,P0251,W07,2025-04-30,170,43,16,196,1
21758,P0251,W08,2025-04-30,198,17,1,214,0
21759,P0251,W09,2025-04-30,148,75,7,215,1
21760,P0251,W10,2025-04-30,137,81,5,213,0
21761,P0251,W11,2025-04-30,130,53,7,174,2
21762,P0251,W12,2025-04-30,99,55,5,148,1
21763,P0251,W13,2025-04-30,144,49,1,192,0
21764,P0251,W14,2025-04-30,158,0,6,152,0
21765,P0251,W15,2025-04-30,106,58,5,158,1
21766,P0252,W01,2025-04-30,381,300,4,670,7
21767,P0252,W02,2025-04-30,436,62,12,486,0
21768,P0252,W03,2025-04-30,303,377,24,650,6
21769,P0252,W04,2025-04-30,604,303,16,889,2
21770,P0252,W05,2025-04-30,603,384,45,935,7
21771,P0252,W06,2025-04-30,581,294,19,855,1
21772,P0252,W07,2025-04-30,579,363,64,872,6
21773,P0252,W08,2025-04-30,535,80,58,555,2
21774,P0252,W09,2025-04-30,426,158,54,528,2
21775,P0252,W10,2025-04-30,604,329,17,909,7
21776,P0252,W11,2025-04-30,748,142,17,871,2
21777,P0252,W12,2025-04-30,658,137,7,787,1
21778,P0252,W13,2025-04-30,680,384,24,1034,6
21779,P0252,W14,2025-04-30,404,324,34,0,4
21780,P0252,W15,2025-04-30,541,195,0,730,6
21781,P0253,W01,2025-04-30,687,649,8,1319,9
21782,P0253,W02,2025-04-30,1358,402,0,1757,3
21783,P0253,W03,2025-04-30,1125,302,106,1314,7
21784,P0253,W04,2025-04-30,670,422,6,1081,5
21785,P0253,W05,2025-04-30,800,393,63,1117,13
21786,P0253,W06,2025-04-30,1281,292,64,1501,8
21787,P0253,W07,2025-04-30,1075,161,16,1216,4
21788,P0253,W08,2025-04-30,453,425,0,876,2
21789,P0253,W09,2025-04-30,796,0,53,743,0
21790,P0253,W10,2025-04-30,770,332,72,1025,5
21791,P0253,W11,2025-04-30,1164,232,0,1390,6
21792,P0253,W12,2025-04-30,1110,387,77,1404,16
21793,P0253,W13,2025-04-30,976,45,0,1020,1
21794,P0253,W14,2025-04-30,136,126,45,216,1
21795,P0253,W15,2025-04-30,1039,331,36,1332,2
21796,P0254,W01,2025-04-30,964,548,0,1511,1
21797,P0254,W02,2025-04-30,1041,369,89,1313,8
21798,P0254,W03,2025-04-30,1597,235,63,1765,4
21799,P0254,W04,2025-04-30,565,763,29,1289,10
21800,P0254,W05,2025-04-30,850,260,54,1047,9
21801,P0254,W06,2025-04-30,976,451,63,1363,1
21802,P0254,W07,2025-04-30,603,343,34,911,1
21803,P0254,W08,2025-04-30,873,309,9,1170,3
21804,P0254,W09,2025-04-30,930,383,35,1272,6
21805,P0254,W10,2025-04-30,654,129,50,731,2
21806,P0254,W11,2025-04-30,917,493,75,1332,3
21807,P0254,W12,2025-04-30,683,373,45,1007,4
21808,P0254,W13,2025-04-30,1323,340,48,1600,15
21809,P0254,W14,2025-04-30,1210,471,15,1653,13
21810,P0254,W15,2025-04-30,914,590,52,1435,17
21811,P0255,W01,2025-04-30,597,208,27,777,1
21812,P0255,W02,2025-04-30,629,216,0,0,6
21813,P0255,W03,2025-04-30,811,440,30,1213,8
21814,P0255,W04,2025-04-30,562,423,64,917,4
21815,P0255,W05,2025-04-30,165,330,25,464,6
21816,P0255,W06,2025-04-30,393,89,46,435,1
21817,P0255,W07,2025-04-30,249,159,43,363,2
21818,P0255,W08,2025-04-30,930,374,0,1292,12
21819,P0255,W09,2025-04-30,500,17,29,487,1
21820,P0255,W10,2025-04-30,790,190,43,934,3
21821,P0255,W11,2025-04-30,841,118,52,906,1
21822,P0255,W12,2025-04-30,726,418,51,2517,17
21823,P0255,W13,2025-04-30,583,254,30,0,5
21824,P0255,W14,2025-04-30,913,138,14,1032,5
21825,P0255,W15,2025-04-30,679,300,5,967,7
21826,P0256,W01,2025-04-30,365,54,33,385,1
21827,P0256,W02,2025-04-30,671,161,18,811,3
21828,P0256,W03,2025-04-30,631,266,14,878,5
21829,P0256,W04,2025-04-30,370,239,21,580,8
21830,P0256,W05,2025-04-30,724,150,10,864,0
21831,P0256,W06,2025-04-30,493,74,35,532,0
21832,P0256,W07,2025-04-30,602,223,23,800,2
21833,P0256,W08,2025-04-30,584,0,0,584,0
21834,P0256,W09,2025-04-30,459,199,0,656,2
21835,P0256,W10,2025-04-30,621,191,16,794,2
21836,P0256,W11,2025-04-30,648,170,43,770,5
21837,P0256,W12,2025-04-30,234,308,15,522,5
21838,P0256,W13,2025-04-30,482,154,37,599,0
21839,P0256,W14,2025-04-30,450,292,24,712,6
21840,P0256,W15,2025-04-30,363,272,0,629,6
21841,P0257,W01,2025-04-30,543,162,33,669,3
21842,P0257,W02,2025-04-30,829,120,0,946,3
21843,P0257,W03,2025-04-30,692,104,42,754,0
21844,P0257,W04,2025-04-30,561,74,0,634,1
21845,P0257,W05,2025-04-30,377,128,22,482,1
21846,P0257,W06,2025-04-30,715,308,18,1005,0
21847,P0257,W07,2025-04-30,332,138,76,391,3
21848,P0257,W08,2025-04-30,830,129,37,922,0
21849,P0257,W09,2025-04-30,774,78,40,810,2
21850,P0257,W10,2025-04-30,722,404,11,1108,7
21851,P0257,W11,2025-04-30,1112,200,0,1306,6
21852,P0257,W12,2025-04-30,721,244,13,951,1
21853,P0257,W13,2025-04-30,813,352,30,1129,6
21854,P0257,W14,2025-04-30,859,309,47,1110,11
21855,P0257,W15,2025-04-30,792,405,31,1166,0
21856,P0258,W01,2025-04-30,67,9,1,75,0
21857,P0258,W02,2025-04-30,52,17,0,69,0
21858,P0258,W03,2025-04-30,34,10,4,40,0
21859,P0258,W04,2025-04-30,30,19,3,46,0
21860,P0258,W05,2025-04-30,33,14,0,163,0
21861,P0258,W06,2025-04-30,51,44,2,93,0
21862,P0258,W07,2025-04-30,24,32,0,56,0
21863,P0258,W08,2025-04-30,52,33,0,84,1
21864,P0258,W09,2025-04-30,39,26,4,60,1
21865,P0258,W10,2025-04-30,63,17,3,77,0
21866,P0258,W11,2025-04-30,31,6,1,36,0
21867,P0258,W12,2025-04-30,48,30,2,75,1
21868,P0258,W13,2025-04-30,13,20,1,31,1
21869,P0258,W14,2025-04-30,43,17,1,59,0
21870,P0258,W15,2025-04-30,28,18,0,46,0
21871,P0259,W01,2025-04-30,668,78,19,726,1
21872,P0259,W02,2025-04-30,313,521,0,826,8
21873,P0259,W03,2025-04-30,304,194,55,438,5
21874,P0259,W04,2025-04-30,1260,818,45,2018,15
21875,P0259,W05,2025-04-30,655,356,0,1006,5
21876,P0259,W06,2025-04-30,663,0,60,603,0
21877,P0259,W07,2025-04-30,1177,279,7,1442,7
21878,P0259,W08,2025-04-30,821,311,22,1106,4
21879,P0259,W09,2025-04-30,568,275,62,779,2
21880,P0259,W10,2025-04-30,822,219,98,936,7
21881,P0259,W11,2025-04-30,1446,561,8,1997,2
21882,P0259,W12,2025-04-30,620,253,51,821,1
21883,P0259,W13,2025-04-30,1022,443,34,1426,5
21884,P0259,W14,2025-04-30,1068,265,41,1283,9
21885,P0259,W15,2025-04-30,726,172,65,830,3
21886,P0260,W01,2025-04-30,584,196,28,750,2
21887,P0260,W02,2025-04-30,710,307,32,975,10
21888,P0260,W03,2025-04-30,484,432,30,881,5
21889,P0260,W04,2025-04-30,521,359,24,851,5
21890,P0260,W05,2025-04-30,769,204,8,959,6
21891,P0260,W06,2025-04-30,471,141,0,609,3
21892,P0260,W07,2025-04-30,354,250,0,598,6
21893,P0260,W08,2025-04-30,603,455,42,1012,4
21894,P0260,W09,2025-04-30,716,331,24,1018,5
21895,P0260,W10,2025-04-30,317,173,27,462,1
21896,P0260,W11,2025-04-30,497,0,60,437,0
21897,P0260,W12,2025-04-30,586,0,10,576,0
21898,P0260,W13,2025-04-30,254,307,41,516,4
21899,P0260,W14,2025-04-30,701,195,6,887,3
21900,P0260,W15,2025-04-30,591,133,14,707,3
21901,P0261,W01,2025-04-30,44,0,1,0,0
21902,P0261,W02,2025-04-30,62,38,6,94,0
21903,P0261,W03,2025-04-30,96,19,0,115,0
21904,P0261,W04,2025-04-30,84,16,3,96,1
21905,P0261,W05,2025-04-30,93,24,0,116,1
21906,P0261,W06,2025-04-30,44,32,6,70,0
21907,P0261,W07,2025-04-30,41,37,1,77,0
21908,P0261,W08,2025-04-30,50,18,2,66,0
21909,P0261,W09,2025-04-30,57,31,1,86,1
21910,P0261,W10,2025-04-30,69,10,2,77,0
21911,P0261,W11,2025-04-30,64,21,4,81,0
21912,P0261,W12,2025-04-30,63,14,7,70,0
21913,P0261,W13,2025-04-30,74,25,3,96,0
21914,P0261,W14,2025-04-30,59,42,3,98,0
21915,P0261,W15,2025-04-30,47,19,5,60,1
21916,P0262,W01,2025-04-30,826,327,0,1143,10
21917,P0262,W02,2025-04-30,677,110,9,778,0
21918,P0262,W03,2025-04-30,617,354,0,969,2
21919,P0262,W04,2025-04-30,500,211,31,674,6
21920,P0262,W05,2025-04-30,438,385,8,808,7
21921,P0262,W06,2025-04-30,806,421,28,1199,0
21922,P0262,W07,2025-04-30,687,286,13,958,2
21923,P0262,W08,2025-04-30,482,63,20,525,0
21924,P0262,W09,2025-04-30,759,108,17,848,2
21925,P0262,W10,2025-04-30,385,188,15,555,3
21926,P0262,W11,2025-04-30,359,281,0,637,3
21927,P0262,W12,2025-04-30,694,0,47,1927,0
21928,P0262,W13,2025-04-30,745,201,36,905,5
21929,P0262,W14,2025-04-30,537,87,37,587,0
21930,P0262,W15,2025-04-30,615,245,4,2370,4
21931,P0263,W01,2025-04-30,158,36,10,183,1
21932,P0263,W02,2025-04-30,217,74,2,285,4
21933,P0263,W03,2025-04-30,96,27,5,118,0
21934,P0263,W04,2025-04-30,155,58,12,199,2
21935,P0263,W05,2025-04-30,177,26,5,198,0
21936,P0263,W06,2025-04-30,183,75,11,245,2
21937,P0263,W07,2025-04-30,94,49,11,132,0
21938,P0263,W08,2025-04-30,133,69,0,202,0
21939,P0263,W09,2025-04-30,159,27,8,178,0
21940,P0263,W10,2025-04-30,156,17,13,160,0
21941,P0263,W11,2025-04-30,49,70,3,115,1
21942,P0263,W12,2025-04-30,135,1,8,128,0
21943,P0263,W13,2025-04-30,95,60,6,145,4
21944,P0263,W14,2025-04-30,97,49,0,146,0
21945,P0263,W15,2025-04-30,104,73,8,164,5
21946,P0264,W01,2025-04-30,661,86,27,716,4
21947,P0264,W02,2025-04-30,386,281,20,645,2
21948,P0264,W03,2025-04-30,490,304,6,785,3
21949,P0264,W04,2025-04-30,512,253,12,750,3
21950,P0264,W05,2025-04-30,497,244,0,738,3
21951,P0264,W06,2025-04-30,415,128,18,524,1
21952,P0264,W07,2025-04-30,462,51,0,512,1
21953,P0264,W08,2025-04-30,404,76,59,421,0
21954,P0264,W09,2025-04-30,520,122,0,636,6
21955,P0264,W10,2025-04-30,327,134,24,436,1
21956,P0264,W11,2025-04-30,417,201,39,574,5
21957,P0264,W12,2025-04-30,308,206,21,490,3
21958,P0264,W13,2025-04-30,125,183,7,299,2
21959,P0264,W14,2025-04-30,508,153,9,649,3
21960,P0264,W15,2025-04-30,420,107,0,526,1
21961,P0265,W01,2025-04-30,881,503,25,1345,14
21962,P0265,W02,2025-04-30,312,0,48,2199,0
21963,P0265,W03,2025-04-30,330,422,54,696,2
21964,P0265,W04,2025-04-30,1146,477,61,1549,13
21965,P0265,W05,2025-04-30,1061,248,0,1307,2
21966,P0265,W06,2025-04-30,784,313,0,1095,2
21967,P0265,W07,2025-04-30,575,305,0,873,7
21968,P0265,W08,2025-04-30,550,394,0,3477,4
21969,P0265,W09,2025-04-30,1286,235,56,1462,3
21970,P0265,W10,2025-04-30,904,455,28,1321,10
21971,P0265,W11,2025-04-30,753,354,0,1095,12
21972,P0265,W12,2025-04-30,761,418,32,1137,10
21973,P0265,W13,2025-04-30,217,456,66,593,14
21974,P0265,W14,2025-04-30,533,543,36,1030,10
21975,P0265,W15,2025-04-30,971,402,56,0,3
21976,P0266,W01,2025-04-30,808,300,28,1074,6
21977,P0266,W02,2025-04-30,849,445,33,1251,10
21978,P0266,W03,2025-04-30,864,152,83,928,5
21979,P0266,W04,2025-04-30,1259,387,0,1637,9
21980,P0266,W05,2025-04-30,682,247,26,0,2
21981,P0266,W06,2025-04-30,1273,307,17,1557,6
21982,P0266,W07,2025-04-30,1314,447,17,1731,13
21983,P0266,W08,2025-04-30,573,386,69,885,5
21984,P0266,W09,2025-04-30,693,0,11,682,0
21985,P0266,W10,2025-04-30,527,109,26,606,4
21986,P0266,W11,2025-04-30,1491,282,52,1715,6
21987,P0266,W12,2025-04-30,1126,186,0,1310,2
21988,P0266,W13,2025-04-30,912,447,0,1349,10
21989,P0266,W14,2025-04-30,1124,322,42,1403,1
21990,P0266,W15,2025-04-30,1168,388,72,1479,5
21991,P0267,W01,2025-04-30,1327,84,0,1411,0
21992,P0267,W02,2025-04-30,1240,391,34,1592,5
21993,P0267,W03,2025-04-30,592,487,28,1039,12
21994,P0267,W04,2025-04-30,1540,541,40,2037,4
21995,P0267,W05,2025-04-30,999,379,43,1330,5
21996,P0267,W06,2025-04-30,680,127,53,752,2
21997,P0267,W07,2025-04-30,1211,554,77,1683,5
21998,P0267,W08,2025-04-30,1219,530,35,1700,14
21999,P0267,W09,2025-04-30,777,433,3,1200,7
22000,P0267,W10,2025-04-30,987,555,71,1448,23
22001,P0267,W11,2025-04-30,1021,298,38,1278,3
22002,P0267,W12,2025-04-30,1340,513,0,0,13
22003,P0267,W13,2025-04-30,1014,234,32,1211,5
22004,P0267,W14,2025-04-30,1012,283,37,1250,8
22005,P0267,W15,2025-04-30,788,410,97,1094,7
22006,P0268,W01,2025-04-30,1048,427,39,0,8
22007,P0268,W02,2025-04-30,849,227,60,1013,3
22008,P0268,W03,2025-04-30,849,205,70,979,5
22009,P0268,W04,2025-04-30,837,163,0,996,4
22010,P0268,W05,2025-04-30,1037,63,0,1100,0
22011,P0268,W06,2025-04-30,653,372,63,947,15
22012,P0268,W07,2025-04-30,867,310,60,1116,1
22013,P0268,W08,2025-04-30,609,265,73,791,10
22014,P0268,W09,2025-04-30,549,260,99,707,3
22015,P0268,W10,2025-04-30,859,644,13,1476,14
22016,P0268,W11,2025-04-30,1030,500,49,2930,11
22017,P0268,W12,2025-04-30,1336,346,19,1657,6
22018,P0268,W13,2025-04-30,405,394,44,752,3
22019,P0268,W14,2025-04-30,1232,451,0,1678,5
22020,P0268,W15,2025-04-30,1116,414,50,1475,5
22021,P0269,W01,2025-04-30,193,21,1,213,0
22022,P0269,W02,2025-04-30,196,117,11,299,3
22023,P0269,W03,2025-04-30,186,79,1,0,1
22024,P0269,W04,2025-04-30,292,142,0,428,6
22025,P0269,W05,2025-04-30,232,81,19,293,1
22026,P0269,W06,2025-04-30,270,77,22,325,0
22027,P0269,W07,2025-04-30,163,77,9,231,0
22028,P0269,W08,2025-04-30,225,141,3,361,2
22029,P0269,W09,2025-04-30,172,171,10,332,1
22030,P0269,W10,2025-04-30,86,97,17,164,2
22031,P0269,W11,2025-04-30,284,61,11,332,2
22032,P0269,W12,2025-04-30,296,96,13,377,2
22033,P0269,W13,2025-04-30,304,22,7,319,0
22034,P0269,W14,2025-04-30,182,80,0,261,1
22035,P0269,W15,2025-04-30,290,38,10,318,0
22036,P0270,W01,2025-04-30,358,268,3,1891,0
22037,P0270,W02,2025-04-30,605,183,26,758,4
22038,P0270,W03,2025-04-30,593,291,34,849,1
22039,P0270,W04,2025-04-30,464,317,30,747,4
22040,P0270,W05,2025-04-30,747,130,0,875,2
22041,P0270,W06,2025-04-30,531,80,22,587,2
22042,P0270,W07,2025-04-30,449,243,26,662,4
22043,P0270,W08,2025-04-30,415,277,7,681,4
22044,P0270,W09,2025-04-30,450,429,58,2256,12
