order_id,order_date,product_id,warehouse_id,supplier_id,quantity,unit_price,order_status,shipping_method,promised_date,delivery_date
O007429,2025-02-23,P0238,W07,S014,4,312.37,Delivered,Standard,2025-02-27,2025-02-25
O007430,2025-02-23,P0024,W11,S035,1,357.3,Delivered,Standard,2025-03-03,2025-03-02
O007431,2025-02-23,P0346,W15,S001,4,168.65,Delivered,Standard,2025-02-27,2025-02-27
O007432,2025-02-23,P0037,W09,S016,2,62.08,Delivered,Standard,2025-03-02,2025-03-01
O007433,2025-02-23,P0198,W11,S020,2,61.58,Delivered,Standard,2025-03-03,2025-03-07
O007434,2025-02-23,P0221,W12,S023,2,23.61,Delivered,Standard,2025-02-28,2025-03-02
O007435,2025-02-23,P0149,W06,S035,5,141.62,Delivered,Standard,2025-03-03,2025-03-02
O007436,2025-02-23,P0292,W09,S025,3,74.04,Delivered,Standard,2025-03-02,2025-02-28
O007437,2025-02-23,P0250,W05,S037,5,354.95,Delivered,Express,2025-02-26,2025-02-25
O007438,2025-02-23,P0184,W06,S034,2,228.76,Delivered,Standard,2025-02-27,2025-02-27
O007439,2025-02-23,P0155,W11,S016,1,327.3,Delivered,Same Day,2025-02-24,2025-02-24
O007440,2025-02-23,P0164,W05,S018,4,34.55,Delivered,Standard,2025-03-02,2025-03-02
O007441,2025-02-23,P0251,W05,S028,5,259.67,Delivered,Standard,2025-03-02,2025-03-02
O007442,2025-02-23,P0092,W06,S003,1,182.49,Delivered,Standard,2025-03-03,2025-03-03
O007443,2025-02-23,P0041,W01,S006,1,258.54,Delivered,Standard,2025-03-02,2025-02-28
O007444,2025-02-23,P0361,W12,S034,3,247.56,Delivered,Standard,2025-03-03,2025-03-03
O007445,2025-02-23,P0223,W04,S040,2,52.73,Delivered,Standard,2025-03-02,2025-02-28
O007446,2025-02-23,P0025,W05,S015,3,349.81,Delivered,Standard,2025-03-02,2025-03-02
O007447,2025-02-23,P0364,W12,S007,3,173.38,Delivered,Express,2025-02-25,2025-02-24
O007448,2025-02-23,P0331,W09,S018,3,224.12,Delivered,Express,2025-02-26,2025-02-25
O007449,2025-02-23,P0211,W03,S039,3,83.54,Delivered,Standard,2025-02-27,2025-02-26
O007450,2025-02-23,P0330,W09,S026,4,163.44,Cancelled,Express,2025-02-27,
O007451,2025-02-23,P0176,W13,S019,2,262.83,Delivered,Same Day,2025-02-24,2025-02-24
O007452,2025-02-23,P0388,W06,S034,1,149.71,Delivered,Express,2025-02-26,2025-02-25
O007453,2025-02-23,P0292,W11,S040,2,74.04,Delivered,Standard,2025-02-28,2025-02-27
O007454,2025-02-23,P0190,W10,S031,2,231.35,Delivered,Express,2025-02-27,2025-02-27
O007455,2025-02-23,P0276,W13,S011,2,305.02,Delivered,Standard,2025-02-27,2025-02-28
O007456,2025-02-23,P0093,W05,S031,2,245.25,Delivered,Standard,2025-03-01,2025-03-01
O007457,2025-02-23,P0279,W11,S012,3,25.4,Cancelled,Express,2025-02-27,
O007458,2025-02-23,P0082,W02,S039,1,263.71,Cancelled,Standard,2025-02-28,
O007459,2025-02-23,P0037,W06,S013,5,62.08,Delivered,Express,2025-02-27,2025-02-25
O007460,2025-02-23,P0290,W03,S024,1,29.98,Delivered,Standard,2025-02-27,2025-02-25
O007461,2025-02-23,P0273,W11,S017,3,69.65,Delivered,Standard,2025-02-27,2025-02-27
O007462,2025-02-23,P0357,W01,S019,3,309.9,Returned,Standard,2025-03-01,2025-02-27
O007463,2025-02-23,P0018,W11,S031,4,143.15,Delivered,Unknown,2025-03-01,2025-02-28
O007464,2025-02-23,P0117,W05,S025,4,52.73,Delivered,Express,2025-02-27,2025-02-27
O007465,2025-02-23,P0230,W10,S033,2,141.16,Delivered,Standard,2025-03-03,2025-03-01
O007466,2025-02-23,P0343,W10,S009,1,98.0,Returned,Standard,2025-03-03,2025-03-02
O007467,2025-02-23,P0198,W05,S030,3,61.58,Delivered,Standard,2025-03-03,2025-03-03
O007468,2025-02-23,P0183,W12,S029,4,25.76,Cancelled,Same Day,2025-02-24,
O007469,2025-02-23,P0141,W07,S008,3,150.09,Delivered,Standard,2025-02-27,2025-03-04
O007470,2025-02-23,P0238,W09,S040,3,312.37,Delivered,Standard,2025-02-27,2025-02-27
O007471,2025-02-23,P0131,W06,S019,2,243.3,Returned,Express,2025-02-26,2025-02-26
O007472,2025-02-23,P0165,W07,S030,1,253.11,Delivered,Express,2025-02-25,2025-03-03
O007473,2025-02-23,P0120,W15,S025,3,155.1,Delivered,Express,2025-02-26,2025-02-24
O007474,2025-02-23,P0037,W06,S004,1,62.08,Delivered,Express,2025-02-26,2025-02-26
O007475,2025-02-23,P0016,W06,S026,3,152.36,Delivered,Express,2025-02-25,2025-02-25
O007476,2025-02-24,P0260,W02,S010,1,277.6,Delivered,Standard,2025-03-03,2025-03-03
O007477,2025-02-24,P0212,W11,S030,3,169.93,Delivered,Standard,2025-03-01,2025-02-27
O007478,2025-02-24,P0016,W06,S024,1,152.36,Cancelled,Standard,2025-03-04,
O007479,2025-02-24,P0281,W05,S004,4,302.82,Delivered,Standard,2025-03-01,2025-03-01
O007480,2025-02-24,P0332,W07,S002,1,271.79,Delivered,Standard,2025-03-03,2025-03-03
O007481,2025-02-24,P0280,W12,S001,6,108.57,Delivered,Standard,2025-03-02,2025-03-06
O007482,2025-02-24,P0358,W11,S012,3,10.09,Delivered,Standard,2025-03-03,2025-03-02
O007483,2025-02-24,P0082,W06,S022,1,263.71,Delivered,Standard,2025-03-04,2025-03-04
O007484,2025-02-24,P0094,W14,S015,4,153.08,Delivered,Standard,2025-03-03,2025-03-03
O007485,2025-02-24,P0133,W04,S030,1,170.61,Returned,Standard,2025-02-28,2025-02-28
O007486,2025-02-24,P0020,W13,S007,3,42.29,Delivered,Standard,2025-03-02,2025-02-28
O007487,2025-02-24,P0141,W13,S033,2,150.09,Delivered,Express,2025-02-28,2025-02-28
O007488,2025-02-24,P0015,W09,S017,6,268.05,Delivered,Standard,2025-02-28,2025-02-26
O007489,2025-02-24,P0186,W01,S019,1,174.48,Delivered,Same Day,2025-02-25,2025-02-25
O007490,2025-02-24,P0373,W09,S017,3,347.29,Delivered,Standard,2025-03-03,2025-03-06
O007491,2025-02-24,P0341,W13,S031,2,33.39,Delivered,Standard,2025-03-01,2025-03-04
O007492,2025-02-24,P0256,W12,S033,4,107.79,Delivered,Express,2025-02-28,2025-02-28
O007493,2025-02-24,P0149,W10,S028,3,141.62,Delivered,Standard,2025-03-01,2025-03-01
O007494,2025-02-24,P0302,W06,S009,1,101.54,Delivered,Standard,2025-03-02,2025-03-01
O007495,2025-02-24,P0093,W09,S023,3,245.25,Delivered,Standard,2025-03-03,2025-03-01
O007496,2025-02-24,P0322,W03,S023,2,210.53,Delivered,Standard,2025-03-04,2025-03-04
O007497,2025-02-24,P0199,W10,S010,7,170.64,Delivered,Standard,2025-02-28,2025-02-28
O007498,2025-02-24,P0001,W11,S014,4,79.08,Delivered,Standard,2025-03-02,2025-03-02
O007499,2025-02-24,P0094,W01,S015,2,153.08,Delivered,Standard,2025-03-01,2025-02-27
O007500,2025-02-24,P0125,W02,S010,2,223.61,Delivered,Standard,2025-02-28,2025-02-28
O007501,2025-02-24,P0018,W09,S024,2,143.15,Delivered,Express,2025-02-28,2025-02-28
O007502,2025-02-24,P0357,W14,S030,4,309.9,Returned,Standard,2025-03-01,2025-02-27
O007503,2025-02-24,P0347,W02,S008,2,240.07,Delivered,Standard,2025-02-28,2025-02-28
O007504,2025-02-24,P0231,W05,S014,2,78.58,Delivered,Standard,2025-02-28,2025-03-01
O007505,2025-02-24,P0094,W08,S009,1,153.08,Delivered,Express,2025-02-26,2025-02-26
O007506,2025-02-24,P0221,W12,S029,1,23.61,Delivered,Same Day,2025-02-25,2025-02-25
O007507,2025-02-24,P0042,W14,S029,2,341.05,Delivered,Standard,2025-03-03,2025-03-02
O007508,2025-02-24,P0239,W15,S022,3,321.91,Delivered,Standard,2025-02-28,2025-02-28
O007509,2025-02-24,P0305,W12,S008,3,144.32,Delivered,Standard,2025-03-01,2025-02-27
O007510,2025-02-24,P0266,W05,S037,1,288.94,Delivered,Standard,2025-02-28,2025-02-27
O007511,2025-02-24,P0285,W15,S032,1,167.2,Delivered,Same Day,2025-02-25,2025-02-25
O007512,2025-02-24,P0253,W09,S016,1,235.28,Delivered,Standard,2025-03-03,2025-03-03
O007513,2025-02-24,P0276,W05,S005,5,305.02,Delivered,Standard,2025-03-03,2025-03-01
O007514,2025-02-24,P0010,W15,S036,1,135.67,Delivered,Express,2025-02-28,2025-02-26
O007515,2025-02-24,P0303,W09,S006,2,195.24,Delivered,Express,2025-02-27,2025-02-27
O007516,2025-02-24,P0258,W04,S037,1,318.65,Delivered,Standard,2025-03-04,2025-03-04
O007517,2025-02-24,P0011,W05,S002,1,174.74,Delivered,Standard,2025-03-04,2025-03-12
O007518,2025-02-24,P0023,W05,S004,2,152.46,Returned,Standard,2025-02-28,2025-03-03
O007519,2025-02-24,P0333,W15,S026,3,165.14,Delivered,Standard,2025-03-04,2025-03-03
O007520,2025-02-24,P0360,W14,S019,1,104.24,Delivered,Express,2025-02-27,2025-02-26
O007521,2025-02-24,P0203,W06,S012,3,63.04,Delivered,Standard,2025-03-01,2025-03-01
O007522,2025-02-24,P0286,W13,S003,1,309.74,Delivered,Standard,2025-03-02,2025-03-01
O007523,2025-02-24,P0040,W07,S014,2,24.9,Delivered,Standard,2025-03-02,2025-03-02
O007524,2025-02-24,P0348,W11,S034,7,80.4,Delivered,Standard,2025-02-28,2025-02-28
O007525,2025-02-24,P0145,W08,S037,4,351.94,Delivered,Same Day,2025-02-25,2025-02-25
O007526,2025-02-24,P0181,W08,S021,3,283.91,Delivered,Express,2025-02-26,2025-02-26
O007527,2025-02-24,P0261,W14,S034,1,182.89,Delivered,Standard,2025-03-03,2025-03-03
O007528,2025-02-24,P0098,W04,S014,3,168.61,Delivered,Standard,2025-03-01,2025-02-28
O007529,2025-02-24,P0114,W08,S019,1,49.66,Delivered,Standard,2025-03-01,2025-02-27
O007530,2025-02-24,P0001,W04,S035,3,79.08,Delivered,Express,2025-02-26,2025-02-25
O007531,2025-02-24,P0142,W14,S010,2,303.64,Delivered,Standard,2025-03-03,2025-03-07
O007532,2025-02-24,P0262,W01,S009,2,261.28,Delivered,Standard,2025-03-01,2025-02-27
O007533,2025-02-24,P0369,W13,S037,6,234.57,Delivered,Standard,2025-03-03,2025-03-02
O007534,2025-02-24,P0245,W04,S029,2,18.73,Delivered,Standard,2025-03-03,2025-03-02
O007535,2025-02-24,P0349,W03,S024,2,330.66,Cancelled,Standard,2025-03-01,
O007536,2025-02-24,P0376,W04,S005,1,298.16,Delivered,Express,2025-02-26,2025-02-25
O007537,2025-02-24,P0237,W11,S020,3,100.89,Delivered,Express,2025-02-27,2025-02-27
O007538,2025-02-24,P0108,W11,S019,3,76.83,Delivered,Standard,2025-03-02,2025-03-02
O007539,2025-02-24,P0148,W04,S031,1,271.75,Delivered,Standard,2025-03-02,2025-02-28
O007540,2025-02-24,P0089,W14,S004,1,79.58,Delivered,Standard,2025-02-28,2025-02-27
O007541,2025-02-24,P0247,W06,S031,2,120.55,Delivered,Express,2025-02-27,2025-02-25
O007542,2025-02-24,P0070,W04,S015,2,241.27,Delivered,Standard,2025-03-04,2025-03-02
O007543,2025-02-24,P0135,W04,S002,2,317.32,Delivered,Standard,2025-03-03,2025-03-11
O007544,2025-02-24,P0237,W04,S005,1,100.89,Delivered,Express,2025-02-27,2025-02-26
O007545,2025-02-24,P0363,W03,S006,5,165.26,Delivered,Standard,2025-03-03,2025-03-01
O007546,2025-02-24,P0116,W10,S030,1,234.65,Delivered,Standard,2025-03-02,2025-03-02
O007547,2025-02-24,P0301,W13,S012,4,252.48,Returned,Standard,2025-03-01,2025-02-28
O007548,2025-02-24,P0321,W14,S003,1,308.06,Delivered,Unknown,2025-02-25,2025-02-25
O007549,2025-02-24,P0189,W02,S002,3,253.29,Delivered,Standard,2025-02-28,2025-02-28
O007550,2025-02-24,P0387,W09,S035,1,25.79,Returned,Standard,2025-03-03,2025-03-03
O007551,2025-02-24,P0088,W09,S013,3,123.65,Delivered,Standard,2025-03-04,2025-03-03
O007552,2025-02-24,P0389,W02,S009,1,144.38,Delivered,Standard,2025-03-01,2025-02-28
O007553,2025-02-24,P0005,W04,S003,1,67.48,Delivered,Standard,2025-02-28,2025-02-26
O007554,2025-02-24,P0359,W06,S001,1,66.29,Delivered,Standard,2025-03-02,2025-02-28
O007555,2025-02-24,P0338,W10,S021,5,210.59,Delivered,Standard,2025-03-02,2025-02-28
O007556,2025-02-24,P0038,W08,S033,1,4.81,Delivered,Standard,2025-02-28,2025-02-28
O007557,2025-02-24,P0380,W13,S027,3,303.21,Delivered,Standard,2025-03-03,2025-03-03
O007558,2025-02-24,P0028,W11,S006,1,78.33,Delivered,Standard,2025-03-04,2025-03-04
O007559,2025-02-24,P0181,W15,S017,1,283.91,Delivered,Standard,2025-03-04,2025-03-02
O007560,2025-02-24,P0170,W14,S029,4,329.85,Delivered,Same Day,2025-02-25,2025-02-25
O007561,2025-02-24,P0329,W12,S021,4,253.87,Delivered,Standard,2025-03-01,2025-03-01
O007562,2025-02-24,P0171,W06,S022,1,222.45,Delivered,Express,2025-02-27,2025-02-25
O007563,2025-02-24,P0251,W14,S034,3,259.67,Delivered,Standard,2025-03-04,2025-03-04
O007564,2025-02-24,P0313,W05,S037,6,211.57,Delivered,Standard,2025-02-28,2025-02-26
O007565,2025-02-24,P0169,W07,S037,5,134.08,Delivered,Standard,2025-02-28,2025-02-26
O007566,2025-02-24,P0375,W09,S019,4,55.77,Cancelled,Standard,2025-03-03,
O007567,2025-02-24,P0395,W01,S010,2,252.6,Delivered,Standard,2025-02-28,2025-02-27
O007568,2025-02-24,P0347,W13,S009,4,240.07,Delivered,Standard,2025-02-28,2025-02-28
O007569,2025-02-24,P0334,W09,S032,3,160.29,Delivered,Standard,2025-03-01,2025-03-03
O007570,2025-02-24,P0352,W08,S022,3,76.1,Cancelled,Standard,2025-03-02,
O007571,2025-02-24,P0057,W12,S034,3,76.37,Delivered,Standard,2025-03-03,2025-03-01
O007572,2025-02-24,P0147,W03,S028,3,288.28,Delivered,Express,2025-02-27,2025-02-26
O007573,2025-02-24,P0286,W04,S028,6,309.74,Delivered,Standard,2025-03-03,2025-03-03
O007574,2025-02-24,P0106,W10,S024,1,165.46,Delivered,Standard,2025-03-03,2025-03-10
O007575,2025-02-24,P0124,W12,S021,3,89.13,Delivered,Express,2025-02-26,2025-02-25
O007576,2025-02-24,P0196,W12,S001,1,36.68,Delivered,Standard,2025-03-01,2025-02-28
O007577,2025-02-24,P0334,W12,S022,3,160.29,Cancelled,Same Day,2025-02-25,
O007578,2025-02-24,P0350,W07,S024,1,88.1,Delivered,Express,2025-02-27,2025-02-25
O007579,2025-02-24,P0215,W11,S010,3,26.78,Delivered,Standard,2025-03-01,2025-02-28
O007580,2025-02-24,P0389,W11,S028,3,144.38,Delivered,Standard,2025-03-02,2025-03-02
O007581,2025-02-24,P0396,W14,S013,3,93.52,Delivered,Standard,2025-02-28,2025-03-06
O007582,2025-02-24,P0094,W11,S010,3,153.08,Delivered,Express,2025-02-26,2025-02-25
O007583,2025-02-24,P0367,W13,S038,3,36.06,Delivered,Standard,2025-03-01,2025-02-27
O007584,2025-02-24,P0152,W03,S034,1,338.06,Delivered,Same Day,2025-02-25,2025-02-25
O007585,2025-02-24,P0032,W01,S005,1,257.01,Delivered,Standard,2025-03-01,2025-03-01
O007586,2025-02-24,P0090,W07,S012,5,253.1,Delivered,Standard,2025-03-03,2025-03-06
O007587,2025-02-24,P0333,W02,S007,3,165.14,Delivered,Express,2025-02-27,2025-02-25
O007588,2025-02-24,P0033,W07,S002,3,165.8,Delivered,Standard,2025-03-04,2025-03-02
O007589,2025-02-24,P0254,W06,S009,2,222.23,Cancelled,Standard,2025-03-01,
O007590,2025-02-24,P0018,W12,S029,4,143.15,Delivered,Standard,2025-03-03,2025-03-01
O007591,2025-02-24,P0068,W09,S028,1,204.86,Delivered,Standard,2025-03-03,2025-03-10
O007592,2025-02-24,P0034,W03,S039,4,284.6,Delivered,Standard,2025-02-28,2025-02-26
O007593,2025-02-24,P0010,W12,S026,1,135.67,Delivered,Same Day,2025-02-25,2025-02-25
O007594,2025-02-24,P0068,W11,S014,1,204.86,Delivered,Standard,2025-03-01,2025-03-02
O007595,2025-02-24,P0107,W01,S006,2,80.51,Delivered,Standard,2025-03-04,2025-03-04
O007596,2025-02-24,P0344,W02,S010,1,360.6,Cancelled,Same Day,2025-02-25,
O007597,2025-02-24,P0153,W08,S007,6,221.84,Delivered,Express,2025-02-26,2025-02-25
O007598,2025-02-24,P0204,W09,S001,3,259.01,Delivered,Standard,2025-03-03,2025-03-01
O007599,2025-02-24,P0028,W08,S006,1,78.33,Delivered,Standard,2025-02-28,2025-03-02
O007600,2025-02-24,P0342,W01,S021,4,132.06,Delivered,Standard,2025-03-03,2025-03-03
O007601,2025-02-24,P0062,W12,S029,3,240.44,Delivered,Standard,2025-03-04,2025-03-04
O007602,2025-02-24,P0347,W05,S029,1,240.07,Delivered,Standard,2025-03-02,2025-03-04
O007603,2025-02-24,P0074,W12,S019,5,245.47,Delivered,Same Day,2025-02-25,2025-02-25
O007604,2025-02-24,P0289,W12,S021,3,127.78,Delivered,Express,2025-02-27,2025-02-25
O007605,2025-02-24,P0018,W04,S010,1,143.15,Delivered,Standard,2025-03-01,2025-03-01
O007606,2025-02-24,P0087,W03,S019,2,32.8,Delivered,Standard,2025-03-03,2025-03-01
O007607,2025-02-24,P0062,W06,S008,5,240.44,Delivered,Standard,2025-02-28,2025-02-28
O007608,2025-02-24,P0291,W05,S021,1,42.62,Delivered,Standard,2025-03-03,2025-03-03
O007609,2025-02-24,P0257,W04,S018,1,31.87,Delivered,Same Day,2025-02-25,2025-02-25
O007610,2025-02-24,P0132,W02,S040,2,54.02,Delivered,Express,2025-02-27,2025-02-27
O007611,2025-02-24,P0224,W11,S006,3,304.76,Delivered,Standard,2025-03-03,2025-03-01
O007612,2025-02-24,P0283,W07,S022,3,375.14,Delivered,Express,2025-02-26,2025-03-03
O007613,2025-02-24,P0120,W14,S002,1,155.1,Delivered,Standard,2025-03-04,2025-03-04
O007614,2025-02-24,P0268,W03,S035,2,189.26,Delivered,Standard,2025-03-02,2025-03-04
O007615,2025-02-24,P0175,W14,S017,5,251.95,Delivered,Standard,2025-03-01,2025-02-27
O007616,2025-02-24,P0088,W03,S001,2,123.65,Cancelled,Express,2025-02-26,
O007617,2025-02-24,P0282,W15,S036,1,154.36,Delivered,Standard,2025-03-03,2025-03-01
O007618,2025-02-24,P0245,W14,S030,1,18.73,Delivered,Standard,2025-03-03,2025-03-03
O007619,2025-02-24,P0107,W02,S013,2,80.51,Delivered,Express,2025-02-26,2025-02-26
O007620,2025-02-24,P0041,W02,S009,5,258.54,Delivered,Standard,2025-03-04,2025-03-02
O007621,2025-02-24,P0018,W12,S027,4,143.15,Delivered,Standard,2025-03-02,2025-02-28
O007622,2025-02-24,P0027,W10,S015,3,151.89,Cancelled,Standard,2025-02-28,
O007623,2025-02-24,P0124,W07,S016,5,89.13,Delivered,Standard,2025-03-02,2025-03-06
O007624,2025-02-24,P0044,W15,S036,1,84.64,Delivered,Standard,2025-03-02,2025-03-02
O007625,2025-02-25,P0281,W07,S004,1,302.82,Cancelled,Standard,2025-03-03,
O007626,2025-02-25,P0042,W05,S036,1,341.05,Delivered,Standard,2025-03-03,2025-03-03
O007627,2025-02-25,P0387,W15,S019,1,25.79,Delivered,Standard,2025-03-05,2025-03-07
O007628,2025-02-25,P0378,W03,S018,3,13.5,Delivered,Standard,2025-03-01,2025-02-27
O007629,2025-02-25,P0008,W11,S030,1,212.71,Delivered,Standard,2025-03-03,2025-03-03
O007630,2025-02-25,P0104,W04,S036,3,229.29,Delivered,Same Day,2025-02-26,2025-03-04
O007631,2025-02-25,P0071,W02,S008,3,109.07,Delivered,Express,2025-02-28,2025-02-26
O007632,2025-02-25,P0374,W01,S010,1,8.78,Delivered,Express,2025-03-01,2025-03-01
O007633,2025-02-25,P0250,W12,S019,1,354.95,Delivered,Express,2025-03-01,2025-03-07
O007634,2025-02-25,P0176,W04,S003,4,262.83,Delivered,Express,2025-03-01,2025-02-27
O007635,2025-02-25,P0048,W14,S030,2,286.46,Delivered,Express,2025-02-27,2025-02-26
O007636,2025-02-25,P0353,W05,S011,5,291.03,Delivered,Standard,2025-03-04,2025-03-03
O007637,2025-02-25,P0009,W10,S011,1,294.86,Delivered,Standard,2025-03-01,2025-03-05
O007638,2025-02-25,P0370,W13,S019,2,35.44,Returned,Standard,2025-03-01,2025-02-27
O007639,2025-02-25,P0337,W06,S024,1,234.81,Returned,Standard,2025-03-03,2025-03-02
O007640,2025-02-25,P0120,W03,S026,2,155.1,Delivered,Standard,2025-03-01,2025-02-28
O007641,2025-02-25,P0227,W14,S018,2,184.09,Delivered,Express,2025-03-01,2025-03-06
O007642,2025-02-25,P0058,W03,S013,1,243.06,Delivered,Standard,2025-03-01,2025-02-27
O007643,2025-02-25,P0176,W04,S005,2,262.83,Delivered,Express,2025-02-27,2025-02-26
O007644,2025-02-25,P0213,W11,S002,1,48.84,Delivered,Express,2025-03-01,2025-02-28
O007645,2025-02-25,P0375,W06,S020,5,55.77,Delivered,Standard,2025-03-02,2025-02-28
O007646,2025-02-25,P0090,W13,S007,5,253.1,Returned,Express,2025-03-01,2025-03-01
O007647,2025-02-25,P0234,W05,S017,4,171.91,Delivered,Express,2025-03-01,2025-02-27
O007648,2025-02-25,P0062,W12,S023,4,240.44,Delivered,Same Day,2025-02-26,2025-02-26
O007649,2025-02-25,P0132,W05,S036,3,54.02,Delivered,Standard,2025-03-02,2025-03-01
O007650,2025-02-25,P0400,W02,S024,3,323.01,Delivered,Express,2025-03-01,2025-02-28
O007651,2025-02-25,P0274,W01,S031,1,95.95,Delivered,Standard,2025-03-03,2025-03-03
O007652,2025-02-25,P0250,W15,S036,7,354.95,Delivered,Standard,2025-03-02,2025-03-08
O007653,2025-02-25,P0173,W11,S036,3,393.74,Returned,Standard,2025-03-03,2025-03-02
O007654,2025-02-25,P0372,W09,S004,1,361.1,Delivered,Express,2025-02-27,2025-02-27
O007655,2025-02-25,P0097,W07,S022,2,253.45,Delivered,Standard,2025-03-04,2025-03-02
O007656,2025-02-25,P0393,W06,S030,1,111.91,Delivered,Same Day,2025-02-26,2025-02-26
O007657,2025-02-25,P0026,W12,S017,5,108.87,Returned,Standard,2025-03-01,2025-02-27
O007658,2025-02-25,P0320,W03,S034,2,195.89,Delivered,Standard,2025-03-03,2025-03-03
O007659,2025-02-25,P0316,W13,S030,1,170.69,Delivered,Standard,2025-03-04,2025-03-02
O007660,2025-02-25,P0194,W15,S024,3,13.28,Cancelled,Express,2025-02-28,
O007661,2025-02-25,P0348,W04,S009,1,80.4,Delivered,Unknown,2025-03-03,2025-03-02
O007662,2025-02-25,P0027,W03,S010,4,151.89,Delivered,Standard,2025-03-05,2025-03-05
O007663,2025-02-25,P0120,W04,S016,3,155.1,Cancelled,Standard,2025-03-01,
O007664,2025-02-25,P0123,W13,S011,4,240.85,Delivered,Standard,2025-03-04,2025-03-06
O007665,2025-02-25,P0384,W12,S001,5,232.98,Delivered,Standard,2025-03-05,2025-03-03
O007666,2025-02-25,P0147,W11,S040,1,288.28,Delivered,Express,2025-02-27,2025-02-27
O007667,2025-02-25,P0061,W11,S009,1,269.33,Delivered,Standard,2025-03-03,2025-03-02
O007668,2025-02-25,P0286,W13,S006,4,309.74,Delivered,Express,2025-02-27,2025-02-26
O007669,2025-02-25,P0274,W07,S007,1,95.95,Delivered,Standard,2025-03-05,2025-03-03
O007670,2025-02-25,P0227,W10,S040,6,184.09,Delivered,Standard,2025-03-02,2025-02-28
O007671,2025-02-25,P0117,W10,S021,2,52.73,Cancelled,Express,2025-02-28,
O007672,2025-02-25,P0371,W01,S012,4,215.25,Delivered,Standard,2025-03-03,2025-03-01
O007673,2025-02-25,P0272,W04,S012,4,176.66,Delivered,Standard,2025-03-03,2025-03-01
O007674,2025-02-25,P0190,W03,S022,1,231.35,Delivered,Standard,2025-03-03,2025-03-01
O007675,2025-02-25,P0015,W03,S034,2,268.05,Delivered,Standard,2025-03-05,2025-03-03
O007676,2025-02-25,P0300,W03,S031,3,146.26,Delivered,Standard,2025-03-02,2025-03-03
O007677,2025-02-25,P0086,W08,S006,4,286.45,Returned,Express,2025-03-01,2025-03-01
O007678,2025-02-25,P0014,W13,S007,2,162.14,Delivered,Standard,2025-03-04,2025-03-08
O007679,2025-02-25,P0170,W02,S028,7,329.85,Delivered,Standard,2025-03-02,2025-03-02
O007680,2025-02-25,P0148,W11,S037,1,271.75,Returned,Express,2025-02-27,2025-02-26
O007681,2025-02-25,P0110,W09,S011,3,350.88,Cancelled,Express,2025-02-28,
O007682,2025-02-25,P0387,W04,S008,2,25.79,Delivered,Standard,2025-03-05,2025-03-05
O007683,2025-02-25,P0211,W09,S009,2,83.54,Delivered,Standard,2025-03-04,2025-03-02
O007684,2025-02-25,P0209,W08,S040,3,32.32,Delivered,Express,2025-03-01,2025-02-28
O007685,2025-02-25,P0248,W12,S001,1,248.33,Delivered,Standard,2025-03-03,2025-03-03
O007686,2025-02-25,P0019,W02,S002,1,211.02,Delivered,Standard,2025-03-04,2025-03-02
O007687,2025-02-25,P0050,W05,S012,2,78.77,Delivered,Standard,2025-03-02,2025-03-01
O007688,2025-02-25,P0395,W04,S034,1,252.6,Delivered,Standard,2025-03-01,2025-02-28
O007689,2025-02-25,P0074,W06,S003,2,245.47,Delivered,Express,2025-02-27,2025-02-27
O007690,2025-02-25,P0398,W05,S004,4,267.52,Delivered,Standard,2025-03-01,2025-02-27
O007691,2025-02-25,P0243,W03,S012,6,88.48,Delivered,Express,2025-03-01,2025-02-27
O007692,2025-02-25,P0187,W05,S017,3,243.1,Delivered,Standard,2025-03-03,2025-03-01
O007693,2025-02-25,P0175,W08,S004,5,251.95,Returned,Standard,2025-03-01,2025-02-27
O007694,2025-02-25,P0020,W06,S032,1,42.29,Delivered,Standard,2025-03-05,2025-03-04
O007695,2025-02-25,P0248,W04,S027,4,248.33,Delivered,Express,2025-03-01,2025-02-27
O007696,2025-02-25,P0020,W07,S002,3,42.29,Delivered,Standard,2025-03-01,2025-03-01
O007697,2025-02-25,P0344,W06,S040,3,360.6,Delivered,Standard,2025-03-02,2025-03-01
O007698,2025-02-25,P0329,W10,S037,1,253.87,Delivered,Standard,2025-03-03,2025-03-03
O007699,2025-02-25,P0136,W03,S032,4,283.46,Returned,Standard,2025-03-01,2025-03-09
O007700,2025-02-25,P0272,W06,S037,1,176.66,Delivered,Standard,2025-03-05,2025-03-04
O007701,2025-02-25,P0217,W08,S007,2,115.68,Delivered,Express,2025-02-27,2025-02-28
O007702,2025-02-25,P0326,W09,S012,2,295.93,Delivered,Standard,2025-03-03,2025-03-02
O007703,2025-02-25,P0089,W08,S038,4,79.58,Delivered,Express,2025-02-27,2025-02-26
O007704,2025-02-25,P0003,W04,S038,2,271.52,Delivered,Express,2025-02-27,2025-02-27
O007705,2025-02-25,P0071,W05,S014,1,109.07,Delivered,Standard,2025-03-03,2025-03-02
O007706,2025-02-25,P0345,W10,S020,1,29.36,Delivered,Standard,2025-03-04,2025-03-02
O007707,2025-02-25,P0210,W07,S016,1,146.28,Delivered,Standard,2025-03-02,2025-03-01
O007708,2025-02-25,P0386,W04,S033,1,217.0,Delivered,Standard,2025-03-03,2025-03-01
O007709,2025-02-25,P0294,W04,S001,1,123.34,Delivered,Same Day,2025-02-26,2025-02-26
