product_id,product_name,category,total_orders,total_quantity,revenue,cost,gross_profit,profit_margin
P0258,Yoga Mat Prime 258,Sports & Fitness,191,404,128734.59999999999,85898.48,42836.11999999999,0.33274752863643486
P0259,Wireless Mouse Essential 259,Electronics,180,615,162403.05,120103.34999999999,42299.700000000004,0.2604612413375242
P0260,Gym Bag Prime 260,Sports & Fitness,193,388,107708.8,66243.23999999999,41465.56000000001,0.3849783861671471
P0261,Body Lotion Prime 261,Personal Care,202,470,85958.29999999999,62876.6,23081.699999999993,0.2685220624419049
P0262,Notebook Pro 262,Office Supplies,170,365,95367.2,67419.15000000001,27948.04999999999,0.293057256582976
P0263,Running Shoes Max 263,Sports & Fitness,177,368,83381.44,65099.200000000004,18282.24,0.21926030541089242
P0264,Printer Paper Plus 264,Office Supplies,172,340,15082.4,12416.800000000001,2665.5999999999985,0.17673579801623074
P0265,Coffee Classic 265,Grocery,175,523,132946.6,87843.08,45103.51999999999,0.33926042486231306
P0266,Running Shoes Prime 266,Sports & Fitness,171,350,101129.0,62587.0,38542.0,0.3811171869592303
P0267,Chair Essential 267,Home & Kitchen,178,443,18619.29,14610.14,4009.1500000000015,0.21532238876992632
P0268,Cookware Set Classic 268,Home & Kitchen,198,506,95765.56,70759.04,25006.519999999997,0.26112226566627916
P0269,Gym Bag Plus 269,Sports & Fitness,216,420,11046.0,8080.799999999999,2965.2000000000007,0.2684410646387833
P0270,Juice Smart 270,Grocery,191,597,180526.83,115209.06,65317.77,0.36181752042064885
P0271,Water Bottle Plus 271,Home & Kitchen,209,582,99620.93999999999,66429.48,33191.45999999999,0.3331775427937138
P0272,Air Fryer Prime 272,Home & Kitchen,193,496,87623.36,54490.56,33132.8,0.3781274765085475
P0273,USB Hub Prime 273,Electronics,192,642,44715.3,27612.42,17102.880000000005,0.38248384781048106
P0274,File Folder Plus 274,Office Supplies,204,446,42793.700000000004,28945.4,13848.3,0.32360604481500777
P0275,Stapler Max 275,Office Supplies,185,396,75006.36,61284.96,13721.400000000003,0.18293648698590365
P0276,Storage Box Classic 276,Home & Kitchen,184,499,152204.97999999998,105338.9,46866.079999999994,0.30791423513212246
P0277,Wireless Mouse Max 277,Electronics,197,654,165056.52,107144.82,57911.69999999999,0.35085981456533794
P0278,Fitness Band Max 278,Sports & Fitness,158,305,65138.85,49272.75,15866.099999999997,0.2435735356089338
P0279,Cereal Elite 279,Grocery,169,491,12471.4,10320.82,2150.579999999999,0.17244094488188969
P0280,Trimmer Essential 280,Personal Care,191,444,48205.079999999994,38641.32,9563.759999999995,0.19839734733351747
P0281,Rice Classic 281,Grocery,207,639,193501.98,155864.88,37637.100000000006,0.19450498646060368
P0282,Running Shoes Essential 282,Sports & Fitness,175,347,53562.920000000006,41022.34,12540.580000000005,0.23412801243845563
P0283,Cookware Set Max 283,Home & Kitchen,208,545,204451.3,128897.95,75553.35,0.3695420376392814
P0284,Air Fryer Classic 284,Home & Kitchen,180,477,169277.75999999998,111446.28,57831.48,0.34163660955816055
P0285,Chair Elite 285,Home & Kitchen,170,442,73902.4,55775.979999999996,18126.419999999995,0.24527511961722484
P0286,Power Bank Elite 286,Electronics,186,646,200092.04,156183.42,43908.619999999995,0.21944211273971714
P0287,USB Hub Elite 287,Electronics,190,626,148581.1,94269.34,54311.759999999995,0.36553612808089314
P0288,Body Lotion Pro 288,Personal Care,170,421,123538.23999999999,89357.25,34180.99,0.2766834787350055
P0289,File Folder Smart 289,Office Supplies,177,405,51750.9,37822.950000000004,13927.95,0.26913444983565504
P0290,Running Shoes Max 290,Sports & Fitness,185,360,10792.8,7617.6,3175.2,0.2941961307538359
P0291,T-Shirt Plus 291,Sports & Fitness,180,348,14831.759999999998,12103.44,2728.3199999999983,0.18395119662130446
P0292,File Folder Prime 292,Office Supplies,197,400,29616.000000000004,20868.0,8748.000000000002,0.2953808752025932
P0293,Wireless Mouse Prime 293,Electronics,189,617,172303.41999999998,110603.42,61700.0,0.35808923583757074
P0294,Body Lotion Prime 294,Personal Care,209,477,58833.18,40072.770000000004,18760.409999999996,0.3188746554240311
P0295,Body Lotion Classic 295,Personal Care,192,450,81963.0,57739.5,24223.499999999993,0.29554189085318977
P0296,Biscuits Pro 296,Grocery,184,535,75253.1,50279.3,24973.8,0.3318640693871747
P0297,T-Shirt Pro 297,Sports & Fitness,176,367,72038.43,55211.48,16826.949999999997,0.23358296398186354
P0298,Skipping Rope Pro 298,Sports & Fitness,211,443,82132.2,65178.59,16953.610000000004,0.20641855447680696
P0299,Green Tea Essential 299,Grocery,174,488,8569.279999999999,5270.400000000001,3298.8799999999987,0.3849658314350796
P0300,Desk Lamp Classic 300,Home & Kitchen,206,551,80589.26,58648.44,21940.819999999996,0.2722548885546287
P0301,Sunscreen Pro 301,Personal Care,179,402,101496.95999999999,71286.66,30210.29999999999,0.29764733840304175
P0302,Calculator Smart 302,Office Supplies,179,375,38077.5,30187.5,7890.000000000002,0.20720898168209578
P0303,Stapler Max 303,Office Supplies,176,370,72238.8,56865.3,15373.500000000004,0.2128149969268593
P0304,Printer Paper Max 304,Office Supplies,174,326,95325.66,63074.479999999996,32251.18000000001,0.33832632262918516
P0305,Cereal Elite 305,Grocery,192,550,79376.0,49032.50000000001,30343.499999999993,0.3822754988913525
P0306,Cereal Plus 306,Grocery,177,543,112737.66,78544.95000000001,34192.71,0.30329448030054906
P0307,Sunscreen Prime 307,Personal Care,202,481,47282.299999999996,35949.939999999995,11332.36,0.23967446592065111
P0308,Keyboard Max 308,Electronics,170,555,133322.1,104112.45,29209.649999999994,0.21909083340271412
P0309,Gym Bag Max 309,Sports & Fitness,187,393,21312.39,14505.63,6806.76,0.31938041674349993
P0310,Cookware Set Essential 310,Home & Kitchen,176,449,86850.07,72095.93,14754.140000000003,0.16988057695290287
P0311,Notebook Prime 311,Office Supplies,178,351,2162.16,1502.28,659.88,0.30519480519480524
P0312,Trimmer Essential 312,Personal Care,183,444,110764.68,84231.24,26533.439999999995,0.23954784142381846
P0313,Cooking Oil Plus 313,Grocery,233,727,153811.38999999998,119315.24,34496.149999999994,0.22427565344803138
P0314,Green Tea Smart 314,Grocery,166,497,138628.21,109792.27,28835.940000000002,0.2080091779299466
P0315,Shampoo Max 315,Personal Care,170,388,100895.52,85189.28,15706.240000000007,0.15566835871404405
P0316,Running Shoes Max 316,Sports & Fitness,207,416,71007.04,47931.52,23075.519999999997,0.3249751010604019
P0317,Sunscreen Elite 317,Personal Care,176,415,45575.299999999996,29211.850000000002,16363.449999999995,0.3590420688399198
P0318,Water Bottle Max 318,Home & Kitchen,198,547,117150.98999999999,98728.03,18422.95999999999,0.15725825278983976
P0319,Printer Paper Smart 319,Office Supplies,190,410,120859.79999999999,84980.70000000001,35879.099999999984,0.29686545898636263
P0320,Shampoo Prime 320,Personal Care,197,469,91872.40999999999,56716.170000000006,35156.23999999999,0.38266373985399965
P0321,Printer Paper Elite 321,Office Supplies,204,398,122607.88,75293.64,47314.24,0.38589885087320647
P0322,Running Shoes Classic 322,Sports & Fitness,183,395,83159.35,68773.45000000001,14385.899999999998,0.17299197264047875
P0323,Shampoo Smart 323,Personal Care,194,480,133598.4,82780.8,50817.59999999999,0.3803758128839866
P0324,Rice Plus 324,Grocery,196,573,149421.21,92115.48,57305.729999999996,0.38351804271963796
P0325,Dumbbells Prime 325,Sports & Fitness,199,373,62966.13,45174.03,17792.100000000002,0.28256619868491206
P0326,Stapler Elite 326,Office Supplies,188,391,115708.63,74317.37,41391.26,0.35771973101747034
P0327,Water Bottle Plus 327,Home & Kitchen,170,452,85730.84,60025.600000000006,25705.23999999999,0.2998365582327199
P0328,Wireless Mouse Essential 328,Electronics,195,668,120667.51999999999,96499.28,24168.239999999987,0.20028786536758184
P0329,Yoga Mat Essential 329,Sports & Fitness,201,411,104340.57,74012.88,30327.69,0.290660574309686
P0330,T-Shirt Pro 330,Sports & Fitness,183,357,58348.08,41055.0,17293.079999999998,0.2963778756730298
P0331,Gym Bag Elite 331,Sports & Fitness,187,380,85165.6,64284.6,20881.000000000004,0.2451811529537748
P0332,Sunscreen Pro 332,Personal Care,189,436,118500.44000000002,81623.56,36876.88000000001,0.31119614408182794
P0333,Hair Dryer Plus 333,Personal Care,205,460,75964.4,62868.2,13096.199999999999,0.17239917645634006
P0334,Wireless Mouse Max 334,Electronics,190,605,96975.45,62913.95,34061.5,0.35123838043546074
P0335,Cereal Smart 335,Grocery,204,631,115674.92,71801.49,43873.42999999999,0.3792821296094261
P0336,Hair Dryer Prime 336,Personal Care,177,419,92552.90999999999,68891.98,23660.929999999997,0.25564760740640136
P0337,Gym Bag Prime 337,Sports & Fitness,179,337,79130.97,61596.86,17534.11,0.2215834078616754
P0338,Keyboard Smart 338,Electronics,195,666,140252.94,89503.73999999999,50749.20000000001,0.3618405432356713
P0339,Shampoo Max 339,Personal Care,172,396,31224.6,19621.8,11602.8,0.37159162967660114
P0340,Headphones Smart 340,Electronics,195,664,166617.52,102846.95999999999,63770.56000000001,0.38273622125692436
P0341,Bluetooth Speaker Plus 341,Electronics,174,603,20134.170000000002,16835.760000000002,3298.409999999999,0.1638215034441449
P0342,Green Tea Pro 342,Grocery,189,558,73689.48,57116.88,16572.600000000002,0.2248977737392095
P0343,Power Bank Max 343,Electronics,191,611,59878.0,37173.240000000005,22704.76,0.37918367346938775
P0344,Printer Paper Max 344,Office Supplies,175,366,131979.6,80315.04,51664.56000000001,0.3914586799778148
P0345,Mixer Max 345,Home & Kitchen,189,461,13534.96,8325.66,5209.300000000001,0.3848773841961854
P0346,Rice Smart 346,Grocery,173,530,89384.5,74359.0,15025.499999999998,0.16809961458642156
P0347,Cooking Oil Classic 347,Grocery,206,623,149563.61,109018.77,40544.84,0.27108759945016037
P0348,Sunscreen Elite 348,Personal Care,180,421,33848.4,26320.920000000002,7527.480000000001,0.22238805970149256
P0349,Cooking Oil Elite 349,Grocery,203,603,199387.98,138050.82,61337.16000000002,0.30762716990261907
P0350,Fitness Band Essential 350,Sports & Fitness,174,402,35416.2,26523.960000000003,8892.239999999996,0.25107832009080583
P0351,Face Wash Essential 351,Personal Care,203,483,10312.050000000001,7597.59,2714.460000000001,0.2632318501170961
P0352,T-Shirt Plus 352,Sports & Fitness,201,410,31200.999999999996,20286.8,10914.199999999999,0.34980289093298295
P0353,Biscuits Essential 353,Grocery,190,518,150753.53999999998,112799.68,37953.85999999999,0.25176098683984466
P0354,Water Bottle Plus 354,Home & Kitchen,186,477,137228.13,89427.95999999999,47800.170000000006,0.348326323473183
P0355,Biscuits Essential 355,Grocery,179,557,119888.68000000001,77623.52,42265.159999999996,0.35253670321501573
P0356,Moisturizer Max 356,Personal Care,180,427,62538.420000000006,39211.409999999996,23327.010000000002,0.3730028676771815
P0357,Headphones Classic 357,Electronics,170,588,182221.19999999998,134557.92,47663.279999999984,0.261568247821878
P0358,Webcam Prime 358,Electronics,177,545,5499.05,3820.45,1678.6,0.3052527254707631
P0359,Running Shoes Prime 359,Sports & Fitness,193,377,24991.33,19400.420000000002,5590.910000000002,0.2237139840096546
P0360,Chair Classic 360,Home & Kitchen,201,521,54309.03999999999,34677.76,19631.279999999995,0.36147352264006133
P0361,Biscuits Prime 361,Grocery,184,559,138386.04,102850.41,35535.63,0.2567862336403296
P0362,Green Tea Pro 362,Grocery,183,543,113193.78,71898.63,41295.15,0.3648181905401516
P0363,Cooking Oil Pro 363,Grocery,185,582,96181.31999999999,61028.52,35152.799999999996,0.36548469079026985
P0364,Wireless Mouse Essential 364,Electronics,187,585,101427.3,74833.2,26594.099999999995,0.2621986388280078
P0365,Rice Elite 365,Grocery,169,487,4796.95,3355.43,1441.52,0.300507614213198
P0366,Power Bank Max 366,Electronics,182,605,107641.59999999999,81874.65000000001,25766.949999999986,0.23937724820143874
P0367,Cooking Oil Prime 367,Grocery,182,552,19905.120000000003,16245.359999999999,3659.7600000000016,0.18386023294509157
P0368,Chair Max 368,Home & Kitchen,170,443,118201.26,90531.48000000001,27669.779999999995,0.23409039802113782
P0369,Keyboard Elite 369,Electronics,199,701,164433.57,99934.56,64499.009999999995,0.3922496482926205
P0370,Stapler Pro 370,Office Supplies,194,429,15203.759999999998,11192.609999999999,4011.149999999999,0.2638261851015801
P0371,Hair Dryer Pro 371,Personal Care,173,389,83732.25,68697.4,15034.850000000002,0.17955865272938445
P0372,Body Lotion Plus 372,Personal Care,171,392,141551.2,87811.92,53739.28000000001,0.37964552755469405
P0373,Mixer Pro 373,Home & Kitchen,211,575,199691.75,132980.25,66711.5,0.3340723890696536
P0374,Dumbbells Classic 374,Sports & Fitness,189,383,3362.74,2631.21,731.5299999999997,0.21753986332574027
P0375,Coffee Max 375,Grocery,180,540,30115.800000000003,23290.2,6825.599999999999,0.22664514972207275
P0376,Trimmer Prime 376,Personal Care,203,491,146396.56,97340.75,49055.81000000001,0.3350885430641267
P0377,Yoga Mat Plus 377,Sports & Fitness,189,370,64627.899999999994,41055.2,23572.699999999997,0.3647449476155035
P0378,T-Shirt Classic 378,Sports & Fitness,194,397,5359.5,4097.04,1262.4599999999998,0.23555555555555552
P0379,Moisturizer Smart 379,Personal Care,188,479,78771.54999999999,52531.93,26239.619999999995,0.3331103678929766
P0380,Sunscreen Max 380,Personal Care,186,441,133715.61,88252.92,45462.68999999999,0.3399953827380363
P0381,Desk Organizer Prime 381,Office Supplies,173,397,97959.75,73718.93,24240.820000000003,0.24745694022289771
P0382,USB Hub Elite 382,Electronics,184,618,74215.62,56794.200000000004,17421.419999999995,0.23474061120826042
P0383,Keyboard Elite 383,Electronics,181,587,117247.38,82520.46,34726.92,0.2961850405527185
P0384,USB Hub Plus 384,Electronics,208,707,164716.86,106361.08,58355.77999999999,0.35427933728217015
P0385,Moisturizer Smart 385,Personal Care,172,404,48682.0,39911.16,8770.839999999998,0.18016597510373442
P0386,Gym Bag Prime 386,Sports & Fitness,195,421,91357.0,72525.67000000001,18831.329999999994,0.20612903225806445
P0387,Desk Organizer Prime 387,Office Supplies,198,429,11063.91,7992.2699999999995,3071.6400000000003,0.2776269872043428
P0388,File Folder Plus 388,Office Supplies,188,403,60333.130000000005,37156.6,23176.53,0.3841426758399572
P0389,Juice Essential 389,Grocery,194,602,86916.76,69886.18000000001,17030.579999999998,0.1959412661033384
P0390,Sunscreen Smart 390,Personal Care,179,419,112765.47,84474.59000000001,28290.879999999994,0.2508824731542377
P0391,Moisturizer Classic 391,Personal Care,190,473,108326.46,71891.27,36435.19,0.3363461706401188
P0392,Desk Organizer Classic 392,Office Supplies,181,380,42932.4,28496.199999999997,14436.200000000003,0.3362542042839441
P0393,Running Shoes Smart 393,Sports & Fitness,192,371,41518.61,26797.33,14721.279999999999,0.3545706371191135
P0394,Power Bank Prime 394,Electronics,219,710,175043.4,121679.79999999999,53363.600000000006,0.3048592520483492
P0395,Trimmer Max 395,Personal Care,188,483,122005.8,100623.39,21382.409999999993,0.17525732383214562
P0396,Shampoo Max 396,Personal Care,177,392,36659.84,24609.760000000002,12050.079999999998,0.32869974337040203
P0397,Face Wash Elite 397,Personal Care,167,358,124612.64,88676.59999999999,35936.04,0.28838198115375774
P0398,Gym Bag Pro 398,Sports & Fitness,184,387,103530.23999999999,76745.97,26784.26999999999,0.2587096291866028
P0399,Yoga Mat Essential 399,Sports & Fitness,203,436,97145.16,72127.48000000001,25017.68,0.25752883622817646
P0400,Gym Bag Smart 400,Sports & Fitness,196,384,124035.84,92851.20000000001,31184.639999999992,0.2514163648184266
